"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"ADNAN MENDERES BULVARI ÜZERİNDE 3+1 SATILIK LÜX DAİRE","125","3+1","4.145.000 TL","Merkez"
"AFYON MERKEZ ERENLER MAHALLESİ'NDE 1+1 SATILIK EŞYALI DAİRE","48","1+1","1.350.000 TL","MerkezKöyler"
"Süper Lüks 2+1 Daire","80","2+1","2.850.000 TL","Bolvadin"
"Zafer Mh.'de Satılık 3+1 Doğalgazlı Daire","110","3+1","1.680.000 TL","MerkezHarbiş"
"İLBEY // Şuhut Merkez Gençlik Caddesinde 3+1 Dubleks Daire","160","2+2","2.500.000 TL","Şuhut"
"SAKA EMLAKTAN KANLICADA 2+1 SATILIK DAİRE (üçgenpark yakınında)","95","2+1","2.150.000 TL","Merkez"
"EŞREF EMLAK TAN SATILIK 2+1 SÜPER DAİRE","105","2+1","2.875.000 TL","Sandıklı"
"3S'TEN HATTAT KARAHİSAR MAH. ANA CADDE ÜSTÜ 4+1 (170 M²) DUBLEX","180","4+1","4.650.000 TL","Merkez"
"MG EMLAKTAN ERENLERDE YATIRIMLIK EŞYALI SATILIK DAİRE","55","2+0","1.450.000 TL","MerkezKöyler"
"AFYONKARAHİSAR MERKEZ ALİ ÇETİNKAYA STADİUM REZİDANS 2+1 DAİRE","85","2+1","3.950.000 TL","Merkez"
"UYDUKENT'İN KALBİNDE SATILIK 3+1, DOĞALGAZLI SİTE İÇİ LÜKS DAİRE","130","3+1","5.250.000 TL","Merkez"
"PREMİUM'DAN ALİ İHSAN PAŞA MAH. SATILIK 3+1 DAİRELER","115","3+1","4.200.000 TL","Merkez"
"KANLICADA FIRSAT 3+1 SIFIR DAİRE UYGUN FİYATA","120","3+1","3.750.000 TL","Merkez"
"AFYON BAYLAN EMLAKTAN ERKMEN BELDESİNDE SATILIK LÜKS 2+1 DAİRE","115","2+1","4.000.000 TL","Merkez"
"GELİŞGEN EMLAKTAN ERENLERDE SATILIK 2+1 EŞYALI DAİRE","70","2+1","1.590.000 TL","MerkezKöyler"
"GELİŞGEN EMLAKTAN SADIK BEY TOKİDE SATILIK 2+1 DAİRE HİSSESİ","95","2+1","1.450.000 TL","MerkezÇarşı"
"DİNAR KORUBAŞI MAHALESİNDE SATILIK 2+1 ASANSÖRLÜ SIFIR DAİRE","110","2+1","3.375.000 TL","Dinar"
"SİTE İÇERİSİNDE KÖŞE KONUMLU ARAKAT ULTRALÜKS SATILIK 3+1 DAİRE!","130","3+1","4.550.000 TL","Merkez"
"FATİH MAHALLESİNDE TEK SEÇENEK ULTRA LÜKS 3+1 SATILIK DAİRE","139","3+1","4.590.000 TL","Merkez"
"DERVİŞPAŞA MAHALLESİNDE 2+1 AFJETLİ EŞYALI LÜKS DAİRELER","62","2+1","3.050.000 TL","Merkez"
"İDEAL'DEN ASBEY KALİTESİYLE SATILIK GENİŞ VE LÜKS 3+1 DAİRELER","130","3+1","4.600.000 TL","Merkez"
"DAMLA'DAN İPLİKÇİOĞLU RESİDENCE, 3.KAT, 4+1 (160 M2) LÜKS, DAİRE","170","4+1","5.390.000 TL","MerkezÇarşı"
"DAMLA'DAN CUMHURİYET MAH, 3.KAT, 3+1 (110 M2) DOĞALGAZLI DAİRE","110","3+1","1.950.000 TL","Merkez"
"Marulcu Mah. Kurtuluş Caddesin'de Asansörlü Satılık 3+1 Daire","150","3+1","2.800.000 TL","Merkez"
"LAVİN'DEN ERKMEN CUMHURİYET MAH. 3+1 SIFIR SATILIK LÜKS DAİRE","130","3+1","4.700.000 TL","Merkez"
"ŞEHRİN EN ÇOK TERCİH EDİLEN BÖLGESİ-YATIRIM VE OTURUMA HAZIR 2+1","67","2+1","3.590.000 TL","Merkez"
"07 TRUVA EMLAK'TAN AFYONKARAHİSAR KANLICA SATILIK DAİRE","90","2+1","2.620.000 TL","Merkez"
"AFYON ÜÇOK EMLAKTAN ERENLER MAH 2+1 SATILIK LÜX EŞYALI DAİRE","65","2+1","2.000.000 TL","MerkezKöyler"
"LAVİN'DEN UYDUKENT'TE MERKEZİ KONUM 4+1 SATILIK SIFIR LÜKS DAİRE","165","4+1","8.500.000 TL","Merkez"
"A CLASS'TAN ERENLER MAH. SATILIK 2+0 EŞYALI DAİRE","60","2+0","1.350.000 TL","MerkezKöyler"
"AFYON METROPOL EMLAKTAN EŞREFPAŞA MAH. SATILIK 3+1 DAİRE","130","3+1","2.980.000 TL","MerkezEşrefpaşa"
"Kat mülkiyetli ara kar ön cephe geniş 1+1","45","1+1","1.500.000 TL","MerkezKöyler"
"KOCATEPE ANADOLU LISESINE YAKIN KONUMDA 2+1 SATILIK DAIRE","100","2+1","2.950.000 TL","Merkez"
"STRADON RESIDENCE AFYON'da Satılık 2+1 daire","85","2+1","4.750.000 TL","Merkez"
"İLCAN EMLAKTAN UYDUKENTTE SATILIK 5+1 SÜPER LÜX DAİRE","225","5+1","6.350.000 TL","Merkez"
"VEZİR EMLAKTAN EŞYALI 2+0 DAİRE!","55","2+1","2.900.000 TL","Merkez"
"Halk Bankası'ndan Afyonkarahisar Merkez Satılık Konut","113","3+1","2.350.000 TL","Merkez"
"Halk Bankası'ndan Afyonkarahisar Merkez Satılık Konut","116","3+1","3.250.000 TL","Merkez"
"MİR'DEN SELÇUKLU NİKO YANINDA (KİRACISIZ)EŞYALI 2+1SATILIK DAİRE","85","2+1","3.450.000 TL","Merkez"
"ERBAY'DAN SELÇUKLU MAHALLESİ 3+1 LÜKS DAİRELER","135","3+1","6.000.000 TL","Merkez"
"""YARISI PEŞİN-YARISI 12 AY TAKSİT SIFIR FAİZ"" EŞYALI 1+1'LER","50","1+1","2.750.000 TL","Merkez"
"KARANFİL EMLAK ESKİ STADYUM DA SATILIK 4+1 LÜXS DAİRE","180","4+1","6.400.000 TL","Merkez"
"AYAZ GAYRİMENKULDEN MECİDİYE MAH 2+1 SATILIK DAİRE","120","2+1","2.200.000 TL","Merkez"
"ÇINAR GRUP'DAN ŞİRİNEVLER MAH. SATILIK 3+1 LÜKS SIFIR DAİRELER","138","3+1","3.450.000 TL","Çay"
"ÖZDOĞANLAR EMLAK' TAN ALACA MAH. SATILIK 3+1 SIFIR DAİRELER","128","3+1","3.700.000 TL","Bolvadin"
"1 Bolova'da tadilat yapılmış giriş kat daire","90","2+1","1.625.000 TL","Bolvadin"
"YAPAR EMLAK'TAN HİLTON OTEL KARŞİSİ SATILIK 1+1 LÜKS DAİRE","60","1+1","2.820.000 TL","Merkez"
"ŞAH EMLAKTAN ERENLERDE GENİŞ 2+0 EŞYALI DAİRE","75","2+0","1.550.000 TL","MerkezKöyler"
"AFYON İMZA EMLAKTAN MAREŞAL FEVZİ ÇAKMAK MH","90","2+1","2.850.000 TL","MerkezHarbiş"
"UYDUKENT EMLAKTAN SATILIK DÜBLEX DAİRE/ ERENLER","65","2+1","1.250.000 TL","MerkezKöyler"
"HASAN KARAAĞAÇ MAHALLESİNDE SATILIK 1+1 DAİRE.","55","1+1","2.200.000 TL","Merkez"
"Aladağ'dan yenice mahallesinde 3+1 satılık daireler","125","3+1","3.750.000 TL","Merkez"
"YAPAR EMLAK'TAN KANLİCA MAH 4+1 SATILIK LÜKS DAİRE","135","4+1","4.750.000 TL","Merkez"
"1,99 !!!MUHTEŞEM YAŞAM ALANLARI İLE ULTRALÜKS SATILIK 4+1 DAİRE!","175","4+1","6.000.000 TL","MerkezÇarşı"
"Aladağ'dan kanlıca satılık 3+1 daire","130","3+1","2.550.000 TL","Merkez"
"GELİŞGEN EMLAKTAN ULTRA LÜKS SATILIK 5+1 DAİRE","260","5+1","10.500.000 TL","Merkez"
"Acil! Açık Otopark Merkeze 5 dk Uzaklıkta Kaçırılmayacak Fırsat! Satılık Var 4+1","165","4+1","2.750.000 TL","MerkezKöyler"
"Yüksel Emlak tan Satılık 3+1 Daire","115","3+1","3.180.000 TL","Sandıklı"
"Aladağ'dan Fatih Mah.3+1 sıfır satılık daireler","130","3+1","5.500.000 TL","Merkez"
"VİZYON EMLAKTAN ERENLER'DE 2+1 EŞYALI SATILIK DAİRE","62","2+1","1.390.000 TL","MerkezKöyler"
"CANCANDAN MERKEZ ELAGENCE TOWER SİTESİNDE ULTRA LÜX SATILIK 4+1","180","4+1","7.200.000 TL","Merkez"
"AFYON ÖZSU EMLAKTAN ERENLERDE SATILIK 1+1 GENİŞ DAİRE","60","1+1","1.325.000 TL","MerkezKöyler"
"MAREŞAL FEVZİ ÇAKMAK MAHALLESİNDE 3+1 SATILIK SIFIR DAİRELER..","110","3+1","3.650.000 TL","MerkezHarbiş"
"PREMİUM DAN CUMHURİYET MAH. PARKAFYON KARŞISI 2+1 DAİRE","100","2+1","2.175.000 TL","Merkez"
"Zafer Mahallesi 3+1 Lüks Daire (Emlkclr Aramyn)","120","3+1","3.600.000 TL","MerkezHarbiş"
"ULTRA LÜX DOLMUŞ HATTI ÜZERİNDE 2+1 SON 1 DAİRE!!!","90","1+1","2.100.000 TL","Bolvadin"
"3S'TEN ESENTEPE DE DUBLEKS 2+1 DOĞALGAZLI SATILIK DAİRE","100","2+1","2.390.000 TL","MerkezHarbiş"
"YAPAR EMLAK'TAN KARŞİYAKA MAH LÜKS 2+1 SATILIK DAİRE","95","2+1","3.000.000 TL","Merkez"
"HASTANE MEVKİİNDE ARA KAT SATILIK 3+1 DAİRE","130","3+1","3.150.000 TL","Dinar"
"ÇARŞI MERKEZİNDE SATILIK 2+1 GENİŞ DAİRE","130","2+1","2.100.000 TL","Dinar"
"ERA VIP'DEN FATİH MAH. SATILIK 2+1 DAİRE","90","2+1","2.195.000 TL","Merkez"
"İLCAN GAYRİMENKUL'DEN MİGROS KAVŞAĞINDA BAKIMLI SATILIK DAİRE","120","3+1","2.750.000 TL","MerkezHarbiş"
"DEĞERLİ EMLAK'TAN KURTULUŞ CAD. ÜZERİNDE SATILIK3+1BAKIMLI DAİRE","140","3+1","3.100.000 TL","Merkez"
"KUZEY EMLAK'TAN SEVGİ CADDESİN'DE BİM'İN ÜZERİNDE MUTFAK AYRI","50","2+0","1.300.000 TL","MerkezKöyler"
"AFYON ERENLER MAHALLESİN' DE SATILIK FIRSAT DAİRE","55","1+1","1.350.000 TL","MerkezKöyler"
"AFYON SELÇUKLU MAHALLESİNDE GENİŞ 2+1 SATILIK DAİRE","120","2+1","4.150.000 TL","Merkez"
"YAMAN EMLAK OFİSİNDEN CADDE ÜZERİ SATILIK EŞYALI 2+0 TEMİZ DAİRE","50","2+0","1.350.000 TL","MerkezKöyler"
"MALİYE KAVŞAĞI TEMİZ BAKIMLI ARAKAT SATILIK 3+1","125","3+1","3.500.000 TL","Merkez"
"Pektaş Evleri Projesi 3+1 125m2 Balkonlu Satılık Daire","125","3+1","4.000.000 TL","Bolvadin"
"YAP-AR DAN DERVİŞPAŞA DA SATILIK SIFIR 2+1 DAİRE","77","2+1","3.800.000 TL","Merkez"
"MG EMLAK'TAN ZAFER MAHALLESİ MUHTEŞEM KONUMLU 2+1 SATILIK DAİRE","85","2+1","2.300.000 TL","Merkez"
"NOKTA EMLAKTAN DUMLUPINAR MH.AMBARYOLU CADDESİ 3+1 SATILIK DAİRE","135","3+1","2.600.000 TL","MerkezDumlupınar"
"NOKTA EMLAK'TAN FATİH MH 3+1 SATILIK DAİRE","120","3+1","2.600.000 TL","Merkez"
"ÇATI EMLAK'TAN FATİH MAH. FİLİSTİN CADDESİ 3+1 BAKIMLI DAİRE","100","3+1","1.880.000 TL","Merkez"
"ÇARŞI MERKEZ SÜPER KONUMLU YÜKSEK KİRA GARANTİ 1+1 SON 2 DAİRE","45","1+1","1.690.000 TL","Bolvadin"
"Soydan gayrimenkulden Ön Cephe, Yüksek Kat, Yüksek Yaşam 2+1","80","2+1","4.000.000 TL","Merkez"
"EŞREF EMLAKTAN SATILIK...SÜPER DAİRE HASTANE KARŞISINDA","132","3+1","4.175.000 TL","Sandıklı"
"4+1 GENİŞ DAİRE M.AKİF YANI","180","4+1","4.200.000 TL","Sandıklı"
"AFYONKARAHİSAR'IN EN GÖZDE SEMTİ ÖRNEKEVLER'DE DUBLEX 6+1 DAİRE","230","6+1","4.400.000 TL","Merkez"
"SELÇUKLU MAH.KİRACILI-SİTE İÇİ-GÜVENLİ­KLİ-KAPALI OTOPARLI GENİŞ","160","4+1","4.750.000 TL","Merkez"
"DAMLA'DAN DOĞA KENT, 4+1 (149 M2) SIFIR, AFJETLİ, DELÜKS, DAİRE","155","4+1","6.250.000 TL","Merkez"
"AFYON ÜÇOK EMLAKTAN MECİDİYE ANA YOL ÜZERİ SATILIK LÜX 3+0 DAİRE","85","3+0","2.650.000 TL","Merkez"
"MÜSTAKİL EV TADINDA SATILIK 2+1 DAİRE","110","2+1","2.100.000 TL","Dinar"
"KaLe Emlak Gayrimenkul'den SATILIK 2+0 Eşyalı daire","110","2+0","1.950.000 TL","Merkez"
"GLOBAL'DEN SATILIK DUMLUPINAR MAHALLESİNDE 3+1 | 111 m² DAİRE","120","3+1","2.500.000 TL","MerkezDumlupınar"
"AFYON ÜÇOK EMLAKTAN GAZİ MAH SATILIK 3+1 ARAKAT DAİRE","115","3+1","2.550.000 TL","MerkezHarbiş"
"Kurtuluş Caddesi üzerinde 2+1 Ara Kat Dairemiz satılıktır","95","2+1","2.200.000 TL","Merkez"
"Erenler Parkı Yanı Satılık Daire 2+0","60","2+0","1.595.000 TL","MerkezKöyler"
"AFYON ÜÇOK EMLAKTAN HASAN KARAAĞAC MAH SATILIK 2+0 DAİRE","70","2+0","2.100.000 TL","Merkez"
"GELİŞGEN EMLAKTAN İSTİKLALDE SATILIK 4+1 DAİRE","165","4+1","3.850.000 TL","Merkez"
"MARAŞAL FEVZİ ÇAKMAK MAHALLESİN DE SATILIK LÜKS DAİRELER","120","3+1","4.000.000 TL","MerkezHarbiş"
"DOĞA EMLAK'TAN TAŞPINAR MAH. SATILIK DAİRE","90","2+1","1.490.000 TL","Merkez"
"PANORAMA'DA 13.KATTA-KESNTİSİZ AFYON MANZARALI LÜKS 5+1-HAVUZLU","208","5+1","7.900.000 TL","Merkez"
"KANLICA MAH GÜNEY CEPHE BAKIMLI 3+1 LÜKS DAİRE","125","3+1","3.950.000 TL","Merkez"
"YAP-AR DAN ERENLER DE ÖN CEPHE BALKONLU SATILIK 2+0 DAİREMİZ","50","2+0","1.310.000 TL","MerkezKöyler"
"H.AHMET YESEVİ DE KAP. OTOPARKLI SATILIK 3+1 ULTRALÜKS DAİRE!","130","3+1","3.900.000 TL","Merkez"
"MUHTEŞEM KONUMLU GÜNEY CEPHE ÖNÜ AÇIK 4+1 SATILIK DAİRE","160","4+1","5.750.000 TL","Merkez"
"AFYON BAYLAN EMLAKTAN ESENTEPE MAH.SATILIK 3+1 DAİRE","130","3+1","3.400.000 TL","MerkezHarbiş"
"AFYON BAYLAN EMLAKTAN MARULCU MAH.SATILIK 2+1 DAİRE","90","2+1","1.600.000 TL","Merkez"
"AFYON MERKEZ ERENLER MAHALLESİ'NDE SATILIK 1+1 EŞYALI DAİRE","48","1+1","1.350.000 TL","MerkezKöyler"
"sahibinden satılık daire","110","3+1","2.350.000 TL","Merkez"
"Satılık 3+1 daire Ece mah","140","3+1","4.650.000 TL","Sandıklı"
"GLOBAL'DEN SELÇUKLU MH. 2+1 | 85 m² FULL EŞYALI SIFIR LÜKS DAİRE","85","2+0","3.450.000 TL","Merkez"
"HARİKA KONUMDA BAKIMLI SAHİBİNDEN SATILIK DAİRE","140","3+1","3.050.000 TL","Merkez"
"ME-KA GROUP'TAN ÇETİNKAYA TOKİLERDE SATILIK 2+1 DAİRE","95","2+1","2.600.000 TL","Merkez"
"ME-KA GROUP'TAN SELÇUKLU AKARÇAY GOLD SİTESİNDE 4+1 LÜKS DAİRE","185","4+1","7.200.000 TL","Merkez"
"Selçuklu Mah. Arakat 4+1 geniş lüks daire","220","4+1","7.750.000 TL","Merkez"
"KIRKER'DEN Kocatepe Mh. 3+1 Satılık Fırsat Daire !","125","3+1","2.070.000 TL","Merkez"
"KIRKER'DEN Cumhuriyet Mh. 3+1 Satılık Bakımlı Fırsat Daire !","120","3+1","2.550.000 TL","Merkez"
"Aladağ'dan Uydukent selcukluda 1+1 eşyalı satılık daire","55","1+1","2.975.000 TL","Merkez"
"SAHİBİNDEN SATILIK GÜVENEVLERDE GENİŞ 3+1 ASANSÖRLÜ DAİRE","150","3+1","5.000.000 TL","Merkez"
"Emirdağ Karşıyaka Mh 3+1 Satılık Sıfır Daire","125","3+1","3.055.000 TL","Emirdağ"
"DUMLUPINAR YEŞİL YOL ŞEMSETTİN ORTAOKULU YAKINI GENİŞ 3+1","165","3+1","4.400.000 TL","MerkezDumlupınar"
"Emirdağ İncili Mh Satılık 3+1 Sıfır Daireler","125","3+1","3.055.000 TL","Emirdağ"
"* Afyon Otogar Arkasında 4+1 Villa Tipi Zemin kat daireler","148","4+1","7.190.000 TL","Merkez"
"FATİH MAH. SATILIK 2+1 DAİRE","90","2+1","2.630.000 TL","Merkez"
"AYAZ GAYRİMENKULDEN MECİDİYE MAHALLESİ 3+1 SATILIK DAİRE","135","3+1","1.920.000 TL","Merkez"
"UMUT EMLAK'TAN; ÇAY-ALİ KALELİ CAD.DE SATILIK 2+1 DAİRE.","85","2+1","1.550.000 TL","Çay"
"ANAYOLA SIFIR PARK AFYONA 2DK VİLLA KONFORUNDA DUBLEX 4+1 DAİRE","310","4+1","7.200.000 TL","Merkez"
"Yörükoğlu emlaktan gazlıgöl cad satılık daire","140","3+1","5.200.000 TL","Merkez"
"SANAT EMLAK'TAN ÇARŞI MERKEZDE 135M2 3+1 DAİRE","140","3+1","3.100.000 TL","Sandıklı"
"Molleli emlaktan selçuklu da sıfır 4+1 daire","174","4+1","8.250.000 TL","Merkez"
"EFE EMLAKTAN 230m2 DUBLEKS DAİRE","245","6+2","4.700.000 TL","Sandıklı"
"UMUT EMLAK'TAN;ÇAY-CEDİT MAH.DÖRTYOL YAKININDA SATILIK 3+1 DAİRE","126","3+1","1.950.000 TL","Çay"
"Var Çok Uygun 3+1 Daire Emsalsiz Konumda Yok Sahibinden","125","3+1","3.100.000 TL","Merkez"
"SEVGİ YOLUNDA SATILIK DAİRE","55","2+0","1.295.000 TL","MerkezKöyler"
"ME-KA GROUP'TAN LÜX 3+1 SIFIR DAİRELER","110","3+1","3.650.000 TL","Merkez"
"AFYON ÜÇOK EMLAKTAN İSTİKLAL MAH SATILIK 3+1 FIRSAT DAİRE","145","3+1","3.600.000 TL","Merkez"
"AFYONKARAHİSAR MERKEZ GÜVENEVLER AİLE TİPİ 2+1 FERAH DAİRELER...","97","2+1","4.200.000 TL","Merkez"
"Halk Bankası'ndan Afyonkarahisar Bolvadin Satılık Konut","113","3+1","2.915.000 TL","Bolvadin"
"ÖRNEK EVLERDE SATILIK 3+1 DAİRE","115","3+1","2.700.000 TL","Merkez"
"AFYON BAYLAN EMLAK'TAN SELÇUKLU MAH. SATILIK 3+1 LÜKS DAİRE","130","3+1","3.850.000 TL","Merkez"
"AFM EMLAK'TAN CUMHURİYET MAHALLESİN'DE 3+1 SATILIK DAİRE","136","3+1","4.300.000 TL","Merkez"
"İLCAN EMLAKTAN İSTİKLAL MAH.DE SATILIK BODRUM KAT DAİRE","85","2+1","850.000 TL","Merkez"
"BAL EMLAK'TAN HARB-İŞ/KOCATEPE MAHALLESİNDE 120m2 SATILIK DAİRE","130","3+1","2.450.000 TL","Merkez"
"AMBARYOLUNDA SATILIK 2+1 DAİRE...!","85","2+1","1.790.000 TL","Merkez"
"TEMURLAR GRUP 'dan FULL EŞYALI 1+1..2+1 DAİRELER..!","50","1+1","2.550.000 TL","Merkez"
"FORBES GAYRİMENKUL DEN PANORAMA DA SATILIK ULTRA LÜKS 5+1","208","5+1","9.000.000 TL","Merkez"
"Aladağ'dan yenice mahallesinde 2+1 sıfır satılık daireler","100","2+1","3.150.000 TL","Merkez"
"İDEAL'DEN ASBEY KALİTESİYLE SATILIK GENİŞ VE LÜKS 3+1 DAİRELER!!","130","3+1","4.600.000 TL","Merkez"
"KOÇOĞLUNDAN ALİİHSAN PAŞADA AYRI MUTFAK SIFIR 2+1 SATILIK DAİRE","97","2+1","3.400.000 TL","Merkez"
"OTOGAR HASTANE YANI SATILIK 4+1 DAİRE","184","4+1","4.750.000 TL","MerkezÇarşı"
"MAREŞAL FEVZİ ÇAKAMAK MAHALLESİNDE 2+1 SATILIK SIFIR DAİRELER..","90","2+1","3.150.000 TL","MerkezHarbiş"
"VAKIF KATILIM BANKASINDAN AFYON MERKZDE 5+1 SATILIK DUBLEX DAİRE","205","5+1","4.200.000 TL","Merkez"
"3+1 DUBLEX DAİRE","120","2+2","3.850.000 TL","Sandıklı"
"VİZYON EMLAKTAN KANLICA MAHALLESİNDE SATILIK 4+1 GENİŞ DAİRE","145","4+1","4.500.000 TL","Merkez"
"Yeşilyolda Migros üzeri kapalı garajlı geniş cepheli","180","4+1","6.100.000 TL","Merkez"
"ACİL!!!! Emirdağ Merkezinde Lüks Daire","150","4+1","3.550.000 TL","Emirdağ"
"sahibinden acil satılık son 1 hafta","140","3+1","3.675.000 TL","Merkez"
"SAHİBİNDEN 3+1 GENİŞ DAİRE","135","3+1","4.580.000 TL","Merkez"
"AFYON BAYLAN EMLAKTAN YEŞİLYURT MAH SATILIK 1.İNCİ KAT DAİRE","110","3+1","2.150.000 TL","Merkez"
"ALİ ÇETİNKAYA MAH. PARK NEVA SATILIK GENİŞ 2+1 DAİRE","89","2+1","5.250.000 TL","Merkez"
"ALYAS GAYRİMENKULDEN EMİRDAĞDA ÇARŞIYA YAKIN SATILIK 3+1 DAİRE","134","3+1","3.300.000 TL","Emirdağ"
"DİNARIN EN UYGUN FİYATLI 3+1 DAİRESİ","155","3+1","2.750.000 TL","Dinar"
"Bu rakama 3+1 daire kalmadı !","116","3+1","2.610.000 TL","Dinar"
"GÜVENEVLER'DE SATILIK 3+1 KOMBİLİ ARA KAT PARKA CEPHELİ DAİRE","135","3+1","2.800.000 TL","Merkez"
"SAPİPATA MAH.DE KÖŞEBAŞI, DOĞALGAZ KOMBİLİ SATILIK 3+1 DAİRE","122","3+1","2.720.000 TL","Merkez"
"ALTINYILDIZDAN DUMLUPINAR CADDE ÜZERİ SATILIK","125","3+1","1.925.000 TL","MerkezDumlupınar"
"ATILIM EMLAK'tan HASTANE YANI / ULTRA LÜX 1+1 / KİRACILI","55","1+1","2.950.000 TL","Merkez"
"03 EMLAK(Ahmet Baştuğ'dan) 2+1 FIRSAT SIFIR DAİRE/ANA YOL'DA","90","2+1","2.950.000 TL","MerkezHarbiş"
"AFYON ERENLER'DE UYGUN FİYATLI 2+1 ÇATI KATI SATILIK DAİRE","55","2+1","1.300.000 TL","MerkezKöyler"
"SAĞLAM EMLAKTAN SELÇUKLUDA LÜKS 4+1DAİRE","160","4+1","6.600.000 TL","Merkez"
"MESLİFE KONUTLARI","130","3+1","6.000.000 TL","Merkez"
"CENTURY21 PLUS'DAN KARAMAN MAH.HARİKA KONUMLU SATILIK DAİRE","150","3+1","5.400.000 TL","Merkez"
"İLBEY // Şuhut Merkez ""İSTİKLAL"" Mahallesinde Satılık 3+1 Daire","135","3+1","2.750.000 TL","ŞuhutBalçıkhisar"
"KARANFİL EMLAK İSTİKLAL MAHALLESİ SATILIK BAHÇE KATI DAİRE","75","2+0","1.550.000 TL","Merkez"
"A CLASS'TAN MİLSAPARK ST. 4+1 ARAKAT 196 M2 SATILIK DAİRE","196","4+1","4.200.000 TL","Merkez"
"A CLASS'TAN DERVİŞPAŞA MAH. SATILIK 3+1 İÇİ MASRAFSIZ DAİRE&OFİS","110","3+1","2.900.000 TL","Merkez"
